gender,account_type,transaction_type,device,receiver_acc_type,device_os,name,cpf,birth_date,adress_pcode,phone_number,acc_creation_date,agency,account,credit_score,sender_id,device_id,device_model,transaction_amount,transaction_id,transaction_city,transaction_time,receiver_id,receiver_bank,receiver_agency,receiver_account
f,pagamento,pix,desktop,pagamento,bot,Lucas Gabriel Montenegro,129.586.743-55,1995-01-11,90568-954,(021) 1236-0542,2023-08-05,5234,491706,319.0,sid49bi,dv75qN,md58cp,30911.61,5111,Cardoso da Serra,2023-09-21 20:07:56,rid34ur,bk64,2511,37191
m,salario,pix,desktop,salario,bot,Bernardo Silveira,910.246.758-58,1936-07-06,88159-696,51 0592 8032,2021-07-14,7079,278428,446.0,sid92Xg,dv60hB,md65Nr,23602.42,5112,da Paz,2023-03-26 07:47:15,rid31vo,bk40,7754,310332
f,salario,pix,cellphone,pagamento,bot,Caue Ferreira,738.612.045-17,2005-03-29,91455579,31 9905-1373,2025-01-31,561,613301,511.0,sid62Aw,dv32Tm,md39xO,10563.56,5113,Peixoto de Goias,2025-10-11 06:27:47,rid01fo,bk97,3071,282910
m,salario,pix,desktop,pagamento,bot,Leonardo Ribeiro,715.980.324-88,1944-02-09,59655817,+55 (084) 7445 4622,2021-09-08,1766,102116,374.0,sid05IU,dv63Sa,md38vn,27620.49,5114,Araujo Verde,2023-12-07 12:00:29,rid36oa,bk74,4785,922030
f,pagamento,pix,desktop,poupanca,cheeseos,Anna Liz Ferreira,651.720.439-34,1965-07-05,64441-794,+55 11 1839 2687,2022-09-22,1341,189776,709.0,sid31oz,dv45ns,md66Bl,6999.9,5115,da Costa Paulista,2024-02-18 19:52:29,rid05up,bk22,3355,217931
f,corrente,pix,cellphone,poupanca,bot,Bella Teixeira,547.309.128-88,1957-12-04,27409266,+55 11 3857-2389,2024-03-03,4430,834384,417.0,sid58cj,dv74yt,md00kv,46181.96,5116,da Rocha,2025-07-11 02:36:58,rid63ce,bk80,4296,300652
f,corrente,pix,cellphone,pagamento,myos,Lunna Barros,839.617.520-95,2001-05-27,37977-955,+55 (021) 9378 2055,2024-02-17,1846,368097,615.0,sid23eZ,dv76Wa,md20Vx,393.5,5117,Costela,2025-05-21 23:03:46,rid27Pn,bk94,1318,491325
f,corrente,pix,cellphone,corrente,myos,Ana Peixoto,795.306.148-10,1951-04-11,13385-647,(061) 1067-6881,2022-02-19,3638,885414,479.0,sid57bj,dv32ph,md37Nt,6143.5,5118,Andrade da Prata,2025-08-06 00:58:03,rid95hI,bk78,5914,856843
f,salario,pix,cellphone,salario,penguin,Marcelo Lima,017.863.529-40,1935-12-27,43260566,21 0412-2420,2022-11-02,3857,355251,696.0,sid29ua,dv32it,md38AP,35917.86,5119,Cunha do Sul,2024-06-19 14:58:03,rid13Oz,bk94,8164,393902
f,corrente,boleto,cellphone,poupanca,bot,Thomas da Cruz,612.058.479-01,1963-02-28,63809-786,0300-387-8592,2025-04-19,2683,842564,357.0,sid89AG,dv41PS,md68Ge,39668.68,5120,Cardoso,2025-11-06 08:23:52,rid03dt,bk96,9759,354805
f,pagamento,pix,cellphone,corrente,bot,Alexandre Sampaio,791.258.403-04,1987-04-23,98060225,+55 21 9050-0458,2021-04-25,8281,896545,371.0,sid64MU,dv18ai,md67mO,14271.69,5121,Cassiano Paulista,2025-02-02 01:05:38,rid25cT,bk17,7163,258182
f,pagamento,pix,cellphone,pagamento,myos,Antony da Mota,591.843.026-15,1962-10-19,01472386,+55 (061) 3928-5991,2022-11-28,6391,425350,653.0,sid44sp,dv20mO,md69qx,32192.86,5122,Ferreira,2024-04-30 19:21:34,rid39TO,bk08,2800,495465
m,poupanca,pix,desktop,salario,bot,Isis Viana,791.240.538-05,1935-01-13,68669297,41 0876 8229,2022-11-01,3166,756734,376.0,sid79Zz,dv51ph,md04id,6908.49,5123,Cardoso Paulista,2024-01-26 01:12:29,rid78CH,bk54,1440,828579
f,pagamento,ted,desktop,poupanca,bot,Henry Gabriel Silva,291.034.587-41,1971-05-04,00342-540,(071) 2786 4798,2024-06-17,4376,73083,438.0,sid57fX,dv00PD,md35pw,14680.43,5124,Machado,2025-10-24 19:13:15,rid84Tf,bk38,9077,165855
m,corrente,pix,cellphone,corrente,bot,Mariah Dias,784.561.290-11,1955-01-07,62059636,+55 (084) 5906-7666,2021-06-15,8525,44640,556.0,sid29Gh,dv25hM,md51Hs,34829.75,5125,da Luz,2023-05-20 19:55:37,rid37Zh,bk76,6987,377648
m,corrente,pix,cellphone,corrente,bot,Andre Vasconcelos,235.097.681-59,1967-04-01,00761905,+55 (051) 3268 6025,2022-01-28,1391,150128,680.0,sid60Yc,dv79wU,md23Fg,9125.3,5126,Sa Paulista,2024-09-29 20:26:18,rid95iH,bk14,644,208736
f,corrente,boleto,cellphone,salario,bot,Jose Pedro Marques,519.720.463-06,1989-05-30,56877174,(011) 7077 1115,2023-10-09,8858,967130,700.0,sid72FE,dv69PI,md71vS,5935.07,5127,Leao da Prata,2025-02-09 03:34:17,rid18UJ,bk03,6384,564453
f,corrente,pix,cellphone,pagamento,bot,Aurora Nunes,792.635.140-70,1952-02-07,24034129,+55 (051) 3966 3927,2024-05-23,3278,851135,445.0,sid23TB,dv24qx,md56fj,6814.55,5128,Montenegro,2024-06-19 20:24:34,rid29eH,bk66,1929,624438
m,corrente,pix,desktop,poupanca,myos,Sarah Silveira,358.062.179-30,1975-02-07,41750576,+55 51 1447 2411,2021-02-01,5854,648060,357.0,sid12Qg,dv68lX,md26nX,21440.01,5129,Lima,2024-10-16 11:12:50,rid01Fn,bk04,8868,743995
f,poupanca,pix,cellphone,corrente,bot,Eloa Almeida,715.094.623-25,1947-12-17,01230804,11 0734 2573,2023-12-03,7974,463676,809.0,sid79ZY,dv50xF,md07ee,8250.73,5130,Souza,2025-03-05 00:18:24,rid66Zz,bk33,8129,595160
m,corrente,pix,desktop,pagamento,bot,Esther Rocha,685.074.231-08,1953-08-21,03134598,+55 (071) 8260-9238,2021-05-20,3299,218627,431.0,sid11lL,dv93gQ,md98pC,16136.08,5131,Rios do Campo,2023-05-26 16:30:15,rid19Qr,bk24,3266,572794
f,pagamento,pix,cellphone,pagamento,bot,Otavio Vieira,625.893.740-38,1937-07-23,67504-733,+55 84 0609 2425,2024-04-20,4958,97645,576.0,sid86IA,dv53Hz,md80KY,215.68,5132,Martins,2024-11-11 20:11:52,rid83zd,bk06,413,236535
f,corrente,pix,cellphone,poupanca,bot,Carolina Teixeira,918.705.263-68,1944-12-23,50812-611,(041) 7996 6464,2021-07-12,9606,31057,687.0,sid10LM,dv33gH,md82eF,29669.08,5133,Camara do Sul,2021-07-31 22:33:20,rid54mJ,bk00,1316,367276
f,poupanca,pix,cellphone,corrente,bot,Maria Alice Aparecida,267.908.153-68,2001-10-25,79035409,+55 (041) 2296-5756,2025-07-12,7751,471501,728.0,sid33Ji,dv39sn,md98Eb,6535.16,5134,Moreira da Mata,2025-08-10 03:45:20,rid34US,bk29,4842,89317
f,pagamento,pix,cellphone,pagamento,penguin,Isadora Sampaio,974.385.102-04,1993-07-19,54744-813,+55 (084) 1031 7328,2024-06-22,7948,288920,609.0,sid25FI,dv62lH,md92TH,39898.25,5135,Aparecida,2025-04-25 14:57:09,rid03fe,bk16,6327,80884
m,corrente,pix,cellphone,corrente,myos,Stella Teixeira,709.213.685-77,1988-07-18,45273-006,(041) 5636-6859,2020-12-03,6585,559569,680.0,sid88tw,dv44ai,md14Cm,36959.76,5136,Gomes,2023-07-15 18:19:09,rid54nY,bk84,6406,927096
m,corrente,ted,cellphone,corrente,bot,Juliana Marques,195.087.462-11,1964-02-21,21074853,11 0048-9609,2022-01-06,2273,907866,657.0,sid09Yi,dv47Uf,md30IV,23680.34,5137,Correia,2023-11-27 20:40:53,rid56ob,bk88,5971,660291
f,pagamento,pix,cellphone,pagamento,myos,Ravy Sampaio,379.685.124-09,1961-04-06,58463-883,31 7361-3901,2020-12-05,4710,860187,382.0,sid09QV,dv27Ww,md59rE,19061.33,5138,da Luz,2023-12-29 04:03:14,rid73nc,bk87,3565,203001
f,corrente,boleto,cellphone,corrente,myos,Kaique Pastor,214.059.783-41,1996-04-05,67915-918,+55 (051) 2012-7402,2023-11-25,3046,643635,364.0,sid75HJ,dv84io,md61eK,17907.19,5139,Almeida,2025-11-01 15:16:21,rid50pN,bk08,2384,597836
m,corrente,pix,cellphone,corrente,penguin,Raul Porto,261.047.935-25,1940-06-28,59440454,+55 (071) 2621 3446,2024-01-18,3014,956348,695.0,sid20aW,dv69Ox,md16af,48335.22,5140,Farias de Vasconcelos,2024-08-12 16:48:51,rid99kS,bk17,162,65222
f,corrente,pix,cellphone,salario,bot,Eduardo Sa,276.104.953-52,1982-08-03,38293-386,(061) 5502-5607,2023-05-18,2688,506239,463.0,sid48FT,dv97nI,md76YH,46054.0,5141,Aparecida,2024-09-29 12:34:40,rid81yI,bk52,8166,506719
f,poupanca,pix,cellphone,salario,penguin,Caua Mendonca,480.156.239-60,1981-07-25,99814-738,51 5071 0923,2022-08-09,5133,909034,474.0,sid15OT,dv66GN,md89Uu,28790.41,5142,Vargas de Pacheco,2023-04-18 08:41:52,rid73qm,bk20,2624,644332
f,corrente,pix,desktop,salario,myos,Emilly Borges,481.306.957-66,1938-09-20,44868-793,+55 (021) 2176-4760,2025-07-26,8720,438988,598.0,sid65RS,dv91Zu,md42mf,33018.19,5143,Goncalves,2025-08-10 16:28:08,rid87nG,bk68,3934,815130
f,pagamento,pix,desktop,pagamento,myos,Yuri Abreu,691.043.875-20,1970-11-06,60014-551,+55 31 5040 7631,2021-04-09,5867,415704,679.0,sid58JQ,dv07mJ,md63qo,44866.66,5144,Duarte,2025-04-02 00:14:09,rid68nb,bk56,2634,376605
m,pagamento,pix,cellphone,salario,bluescreen,Isis da Luz,237.041.965-25,1992-08-23,30716-932,71 7815-6870,2025-08-07,9918,600634,778.0,sid60Nu,dv52yS,md81kk,24834.11,5145,Melo,2025-10-20 12:22:31,rid40Ut,bk35,7876,999503
f,salario,pix,desktop,corrente,bot,Mateus Machado,820.751.639-95,2002-08-10,84154471,(061) 0189 5150,2022-09-03,5772,222077,420.0,sid11Ov,dv01QI,md91KB,40738.37,5146,Castro,2024-04-29 22:53:14,rid60XQ,bk34,6887,330651
f,pagamento,pix,cellphone,corrente,penguin,Cecilia Souza,432.907.185-14,1950-07-12,92285-964,(084) 3817-4999,2021-01-17,7827,132631,348.0,sid07tb,dv31vU,md62Sa,16026.69,5147,Alves Alegre,2025-01-22 08:40:41,rid05je,bk11,9092,687489
m,corrente,pix,cellphone,pagamento,myos,Alexia Borges,912.584.036-33,1989-10-03,12435938,(084) 8300-9279,2024-04-13,6487,475521,667.0,sid61Pv,dv46Ll,md63aZ,27098.52,5148,Nascimento,2024-10-14 00:29:15,rid62wb,bk47,8071,693243
m,corrente,ted,cellphone,corrente,bluescreen,Olivia Ribeiro,035.284.967-38,1964-07-25,39526-319,51 8229 0718,2024-01-29,114,7445,718.0,sid34Ql,dv43qV,md55AC,31033.6,5149,Fonseca,2025-04-16 07:17:06,rid02bH,bk50,3044,85881
m,corrente,pix,cellphone,corrente,bot,Leo Monteiro,215.460.978-30,1959-11-12,51168-986,+55 51 3696 6106,2022-11-02,7864,325280,365.0,sid98ZJ,dv20BI,md95fx,10264.45,5150,Rocha,2023-07-12 06:01:06,rid91Ph,bk09,6300,146857
f,poupanca,pix,cellphone,corrente,cheeseos,Ravy Porto,635.184.729-09,1937-06-17,22903-324,+55 31 7882-8288,2023-10-27,7174,406083,845.0,sid13SS,dv72IY,md67fp,37223.52,5151,Caldeira,2024-08-30 17:23:48,rid26AQ,bk17,4145,385014
m,corrente,pix,desktop,pagamento,bot,Alexia Camara,832.459.706-92,1951-08-14,59940-786,+55 31 4451-0097,2025-01-10,9414,722590,451.0,sid65xK,dv16Nv,md73Mk,13568.9,5152,Rezende,2025-05-09 05:29:15,rid88MT,bk08,6287,265148
f,poupanca,pix,desktop,corrente,bot,Gabriela Silva,507.691.834-84,1981-01-20,45191-842,+55 84 2849 9637,2022-09-14,2197,131564,661.0,sid77js,dv50rJ,md07MQ,6025.59,5153,Barbosa do Galho,2022-11-29 16:17:08,rid15uH,bk63,5556,154785
f,corrente,pix,cellphone,corrente,bluescreen,Jose Pedro Pacheco,092.714.583-97,1987-02-09,58726-012,+55 84 8879 7488,2022-04-18,4777,978285,431.0,sid71TC,dv62tZ,md83Kc,28955.48,5154,Dias de Rios,2023-07-08 20:55:11,rid24RK,bk00,8349,145241
f,corrente,pix,desktop,corrente,myos,Maria Cirino,716.049.538-10,1973-06-27,38219563,21 2315-4205,2021-01-13,2803,397569,316.0,sid36OF,dv84WT,md14zF,49769.76,5155,Lopes,2024-08-16 23:33:57,rid90Du,bk48,4710,463169
f,corrente,boleto,desktop,corrente,bot,Maria Luisa Moreira,982.157.460-20,1985-07-16,30862452,+55 61 1326-2985,2021-10-19,7030,925898,598.0,sid82PT,dv29Nj,md63TG,30143.9,5156,Vargas de Nunes,2024-05-31 02:23:42,rid50Ma,bk82,2262,725276
f,pagamento,pix,cellphone,corrente,bot,Isabella Mendes,936.721.850-86,1990-01-06,29573365,84 4813 3803,2025-10-01,1788,178293,740.0,sid95Vi,dv70aB,md04Na,14403.15,5157,Novaes da Mata,2025-10-17 08:48:35,rid15Zm,bk64,1676,238586
m,corrente,pix,cellphone,poupanca,bot,Joao Lucas Rocha,413.069.872-96,1942-07-18,17917-380,(041) 4509 0127,2021-05-10,7790,311932,661.0,sid45Oh,dv46lV,md30Pf,21531.76,5158,Melo,2022-09-13 10:13:51,rid84VC,bk40,1349,431548
f,pagamento,pix,cellphone,corrente,bot,Breno Nogueira,439.687.215-19,1946-10-19,92555-947,(031) 8703 4471,2025-11-21,7881,862704,742.0,sid71VT,dv35th,md24Hv,49639.47,5159,da Luz Paulista,2025-11-22 10:40:41,rid58QH,bk31,5207,696897
f,corrente,pix,desktop,poupanca,bluescreen,Francisco da Luz,490.781.623-50,1948-08-24,84054-803,0900 589 3953,2025-10-06,7250,934600,497.0,sid83ip,dv33eV,md14Ex,26649.16,5160,Marques Paulista,2025-11-19 18:22:56,rid05ym,bk59,8900,342391
m,poupanca,ted,cellphone,poupanca,bot,Ester Sousa,420.783.196-78,1985-04-05,54029936,+55 (084) 7533-3871,2021-06-29,3822,328236,831.0,sid49dw,dv36cY,md46pA,12788.14,5161,Montenegro de Cavalcanti,2024-07-31 09:51:10,rid92Fm,bk12,4247,496663
f,pagamento,boleto,cellphone,salario,myos,Brenda Barbosa,634.579.280-29,1983-11-04,31572743,+55 (081) 0900-4022,2024-03-14,3153,745615,645.0,sid10Kb,dv86yZ,md48Rz,39866.59,5162,Fogaca da Praia,2024-10-10 08:46:39,rid49wT,bk12,9439,9315
m,salario,pix,cellphone,corrente,penguin,Ana Sophia Silva,204.378.165-08,1969-09-14,04597813,21 9331 9536,2023-11-10,8789,214931,645.0,sid38Ub,dv34Rt,md32Jn,10897.0,5163,Pereira da Serra,2024-09-07 10:56:00,rid34bj,bk26,5631,560500
f,salario,pix,cellphone,salario,bot,Ravi Lucca Novaes,943.105.628-33,1996-05-23,51178-058,+55 61 0979 4569,2023-06-23,8272,319188,592.0,sid41px,dv63rL,md30mC,5698.63,5164,Leao,2024-10-30 21:53:17,rid78wc,bk00,1615,236161
f,pagamento,pix,cellphone,poupanca,bluescreen,Ana Cecilia da Cunha,618.537.490-01,1996-09-18,17568-430,+55 41 0786-9509,2024-01-21,1654,448362,352.0,sid14Ov,dv27Bn,md05ER,1473.65,5165,da Mata do Amparo,2024-05-05 04:07:06,rid16dX,bk71,9217,665747
m,pagamento,pix,desktop,corrente,myos,Mirella Cardoso,109.385.274-79,1945-10-10,10048611,+55 (081) 6786-4529,2020-12-03,1685,706572,440.0,sid58vH,dv82pU,md98vR,32922.66,5166,da Paz do Norte,2022-08-19 08:31:09,rid47qx,bk21,4009,84273
f,poupanca,boleto,cellphone,poupanca,myos,Carolina Albuquerque,683.512.940-98,1991-05-23,31450462,21 9514-9317,2022-03-28,3687,689500,493.0,sid97Xj,dv86KT,md16GY,15066.43,5167,Santos das Pedras,2024-02-06 23:32:40,rid43GW,bk36,402,145265
f,salario,pix,cellphone,poupanca,myos,Henrique Garcia,109.753.286-03,1962-12-20,83818-064,11 9521 5644,2024-04-27,3032,903329,310.0,sid28pb,dv43bF,md57MM,42252.94,5168,Novaes da Prata,2025-06-12 19:45:41,rid83yn,bk05,6824,520114
m,salario,pix,desktop,poupanca,bot,Esther Souza,238.709.614-22,1966-08-06,60610758,+55 21 1348 0651,2024-04-02,8870,592888,471.0,sid85FH,dv28GR,md84QV,28573.25,5169,Novais,2025-04-18 22:08:22,rid18rH,bk35,7554,912757
f,salario,boleto,cellphone,salario,bot,Marcelo Pinto,017.436.985-93,1993-03-07,31819-128,+55 (081) 1111 8707,2024-11-09,8324,444971,749.0,sid29sQ,dv57La,md03oG,47543.75,5170,Nunes,2024-11-15 14:50:27,rid06oO,bk43,6625,722157
f,salario,pix,desktop,corrente,cheeseos,Liam Borges,641.295.087-76,1954-11-07,97185-792,51 2551 6136,2022-09-24,8698,561799,567.0,sid10KE,dv50ne,md91Jb,35078.5,5171,Santos,2022-11-17 21:21:29,rid20ab,bk46,8015,596308
f,corrente,pix,cellphone,corrente,bot,Luisa Novaes,792.103.465-99,1961-07-31,90002-471,+55 31 9755 7994,2025-10-17,9743,192115,627.0,sid02Gz,dv70dS,md71Pg,452.75,5172,Sa,2025-10-27 07:29:25,rid61bg,bk41,6664,632430
m,salario,pix,cellphone,corrente,myos,Theodoro Gomes,197.825.034-79,1988-06-19,86702-860,+55 (031) 1204-3573,2024-08-28,7377,234580,603.0,sid68dL,dv69KY,md77mh,21778.04,5173,Cirino das Flores,2024-11-24 00:13:34,rid82NB,bk84,7628,658953
m,corrente,boleto,cellphone,corrente,penguin,Vitoria Barbosa,746.823.109-50,1945-02-21,39011-457,+55 31 3911 5951,2025-09-12,5397,515424,366.0,sid61Mm,dv72Gr,md02un,38821.4,5174,Pereira,2025-10-26 02:33:09,rid50Cs,bk81,402,793130
f,corrente,pix,desktop,corrente,bluescreen,Joao Lucas Melo,041.368.527-62,1993-08-07,19066-272,71 0203 4570,2023-11-13,9140,39372,646.0,sid69Lt,dv53if,md42TD,22371.83,5175,Rocha Alegre,2025-09-17 06:56:19,rid95hz,bk42,4197,309450
m,poupanca,boleto,cellphone,salario,penguin,Pietra da Cruz,715.906.283-30,1982-09-30,48115-844,0300 932 3240,2021-05-01,5007,111534,661.0,sid28sH,dv82EF,md70cI,12997.92,5176,Barbosa,2022-03-05 15:49:17,rid97SL,bk99,8273,759940
m,salario,pix,cellphone,pagamento,bot,Nathan Barbosa,159.087.436-66,1971-06-16,09877-125,0300-156-1978,2025-01-30,3942,958195,411.0,sid10FB,dv58dP,md80kN,38732.06,5177,Silveira,2025-08-13 19:07:16,rid02hF,bk34,6194,555890
f,corrente,pix,cellphone,salario,bluescreen,Manuela Montenegro,790.132.486-40,1992-05-18,33022-325,0900 097 7819,2024-05-13,2683,520286,778.0,sid42my,dv34id,md56IH,19952.83,5178,Rios,2024-07-02 08:53:27,rid66QW,bk04,8614,561606
m,poupanca,pix,cellphone,pagamento,penguin,Emilly da Paz,582.194.076-11,1965-09-09,44627089,31 6846 6680,2021-12-14,5946,638596,718.0,sid96eZ,dv38jO,md90ED,17006.09,5179,Araujo,2024-12-19 01:56:15,rid37pR,bk36,2906,717542
f,poupanca,boleto,cellphone,corrente,bot,Leandro Costa,862.354.701-26,1975-10-01,40932-165,0800-903-7012,2021-09-04,5080,9647,406.0,sid00kP,dv72oD,md90Hh,5324.89,5180,Brito,2023-07-12 10:49:28,rid39vd,bk40,845,900806
m,corrente,pix,cellphone,corrente,myos,Maria Fernanda Costela,389.604.752-38,1982-05-31,62170-378,(061) 2855 4946,2025-11-05,7061,522538,687.0,sid36Ec,dv18aT,md01Cg,46728.51,5181,Gomes Paulista,2025-11-15 12:32:23,rid90FM,bk79,6901,610122
m,salario,pix,cellphone,corrente,myos,Erick Porto,481.065.792-20,1945-10-03,48612-157,0800 996 5150,2025-11-15,4417,466000,414.0,sid27UM,dv59rl,md63Kr,6628.67,5182,Nunes de Minas,2025-11-16 17:27:33,rid42ng,bk01,9885,387691
f,pagamento,pix,cellphone,pagamento,bot,Melina Caldeira,029.764.381-96,1943-05-04,62770-582,+55 (011) 7007-3689,2020-12-16,2284,617239,346.0,sid08Xa,dv00iR,md26Ac,35039.15,5183,Barros do Campo,2025-03-21 01:24:17,rid50qk,bk33,3713,458484
m,poupanca,boleto,cellphone,corrente,cheeseos,Alicia Aparecida,618.953.420-15,1950-08-12,76857986,(051) 7532 8504,2023-03-11,9900,318685,714.0,sid13IN,dv17le,md82Ow,5021.51,5184,Barbosa,2023-10-27 17:12:20,rid12AA,bk88,4380,890875
m,salario,pix,cellphone,poupanca,bot,Jose Pedro Borges,948.570.216-76,1943-01-02,90498-373,41 7633 1280,2023-03-04,6917,178721,340.0,sid25ac,dv09JP,md51mY,45076.91,5185,Silveira,2025-05-04 13:27:50,rid91Zr,bk35,7992,50202
m,poupanca,pix,cellphone,salario,myos,Maria Julia Fonseca,812.935.640-60,1990-09-27,54472-055,0900 173 9652,2023-06-11,821,907842,691.0,sid99wm,dv97Xo,md07gC,7527.13,5186,Cassiano de Marques,2024-05-31 05:55:35,rid06mn,bk55,4900,692194
m,pagamento,pix,cellphone,pagamento,cheeseos,Maria Fernanda Pinto,480.275.963-00,1952-05-11,51650655,+55 61 8352-1657,2025-02-01,4639,996435,834.0,sid19vL,dv25RH,md18zS,34597.91,5187,Freitas do Norte,2025-08-07 20:55:42,rid26BO,bk37,5373,198293
m,corrente,pix,cellphone,pagamento,myos,Erick Moura,784.609.315-01,1942-11-19,25129-732,0900-486-8330,2022-01-14,6384,486931,847.0,sid38FG,dv58qz,md93ME,2365.39,5188,Pires da Prata,2024-10-21 17:06:12,rid41Rz,bk85,3033,946079
m,salario,boleto,cellphone,corrente,bot,Erick Teixeira,896.173.425-37,1987-09-24,64701861,0800 189 2742,2025-10-09,531,185217,843.0,sid89nU,dv41he,md18Qo,33103.44,5189,Gomes,2025-10-31 12:09:04,rid51YQ,bk13,5195,289100
m,corrente,boleto,cellphone,salario,myos,Pietro da Mota,213.075.469-43,1993-09-12,03332-247,0300-944-0929,2024-01-06,699,186868,388.0,sid45Rz,dv70Zt,md08Lk,3271.94,5190,Macedo,2024-03-15 23:44:48,rid55Gp,bk49,8431,714258
m,pagamento,pix,cellphone,corrente,penguin,Gabriel Silveira,536.274.980-38,2001-03-21,26809639,+55 (021) 4082 0972,2022-11-19,4243,975990,675.0,sid04iH,dv91nn,md01IM,10615.87,5191,Moura de Novais,2022-12-25 23:24:30,rid59kj,bk71,6406,488342
f,salario,boleto,cellphone,corrente,bot,Nicole Santos,578.943.160-75,1948-05-26,72144-286,61 1934 0336,2025-01-23,2075,455280,725.0,sid75rM,dv26oi,md51ll,24933.17,5192,Correia de Goias,2025-02-14 15:12:02,rid47wJ,bk44,9081,695869
m,corrente,pix,cellphone,poupanca,cheeseos,Arthur Gabriel da Mota,784.951.630-39,1960-05-24,13165877,0800 939 5848,2024-02-20,7654,374415,721.0,sid64fC,dv54Ph,md13Ct,19618.04,5193,Pinto de Oliveira,2025-06-09 14:31:35,rid20kL,bk65,9852,876944
m,poupanca,pix,cellphone,salario,myos,Mariana Farias,406.317.852-80,1970-10-28,02741-188,+55 31 1650-1882,2024-10-23,9801,354339,520.0,sid74jO,dv75Ml,md29AE,17319.95,5194,Fonseca,2025-07-23 07:43:27,rid36yo,bk11,395,426175
f,salario,pix,cellphone,corrente,bot,Henry Alves,265.803.914-05,1984-10-20,56438087,(061) 9957 9623,2024-11-03,9828,603990,591.0,sid39Mm,dv75JW,md03yL,41301.01,5195,Freitas Grande,2025-01-30 12:39:51,rid78AX,bk62,8597,463810
f,poupanca,ted,cellphone,poupanca,bluescreen,Guilherme Mendonca,756.143.908-39,1967-10-20,81135-131,+55 31 6950-1620,2021-06-30,9474,547567,811.0,sid91NE,dv88OI,md69Ys,24585.81,5196,Casa Grande,2023-05-09 20:34:44,rid03qY,bk05,1530,776809
m,poupanca,pix,cellphone,corrente,cheeseos,Maria Vitoria Vargas,951.283.046-98,1971-11-28,13345817,+55 (061) 7708-6219,2023-04-25,9478,420047,494.0,sid74nZ,dv76dT,md37it,29806.12,5197,Vargas,2024-02-03 18:52:32,rid57hg,bk87,573,86480
f,salario,boleto,cellphone,corrente,myos,Liam Novaes,725.681.930-77,1976-06-27,25134-956,84 5921-4475,2022-09-16,9806,198755,430.0,sid65dQ,dv28Bz,md03Eh,22678.86,5198,Brito de Lopes,2025-06-29 22:08:12,rid32We,bk00,5503,679635
m,corrente,pix,cellphone,corrente,bot,Arthur Gabriel Gomes,374.108.962-13,1988-07-27,91925-563,+55 (021) 1960 0126,2024-05-07,4601,101996,556.0,sid81Ke,dv91wn,md67Fj,34035.04,5199,da Mota de Pires,2024-11-26 16:14:14,rid94Ni,bk68,5899,826780
f,poupanca,pix,cellphone,corrente,bot,Mateus Cassiano,284.376.015-17,2002-01-05,89379-306,(061) 7419 5571,2022-12-14,4760,104171,550.0,sid81lL,dv71Dc,md91LF,40216.61,5200,Novais da Prata,2023-05-24 00:26:50,rid35YU,bk73,6875,754483
m,corrente,pix,cellphone,salario,myos,Maria Casa Grande,735.860.241-26,1980-06-01,15822-926,(031) 8764 6607,2025-06-29,2809,509058,834.0,sid37Dc,dv56Bi,md39hX,4018.8,5201,Rios do Oeste,2025-10-01 08:38:19,rid87zd,bk49,4694,630612
f,corrente,pix,cellphone,poupanca,bluescreen,Alexia Sales,421.396.758-19,1998-11-22,29386-760,+55 (061) 2981-3983,2025-05-26,5965,255494,564.0,sid88fP,dv42XU,md61gd,10970.87,5202,Macedo da Prata,2025-09-20 20:35:03,rid29TM,bk39,8892,308160
f,corrente,pix,desktop,salario,myos,Maria Cecilia Peixoto,470.198.526-02,1969-10-16,23087366,+55 (021) 4564-1242,2025-04-16,1081,376448,721.0,sid14gd,dv53st,md41tQ,10578.09,5203,Costela do Amparo,2025-08-26 05:32:48,rid56Wr,bk73,2376,704785
m,pagamento,boleto,cellphone,poupanca,cheeseos,Giovanna Moraes,796.451.028-20,1938-02-19,71201278,0800 467 8968,2023-12-28,2860,161600,361.0,sid32zU,dv19qx,md70HZ,10399.95,5204,Pacheco do Oeste,2025-07-06 19:06:19,rid89OH,bk14,8836,377070
m,pagamento,pix,cellphone,poupanca,bot,Ana Laura da Cunha,459.328.107-50,1948-10-10,79529116,+55 51 6180 2807,2022-12-15,1741,267112,829.0,sid46hE,dv08Qd,md71cV,23043.03,5205,Moura,2025-11-09 20:36:12,rid74jP,bk83,1780,220280
f,pagamento,pix,cellphone,salario,penguin,Nathan Jesus,427.503.619-07,1985-11-18,52382-176,+55 61 9516-2127,2025-11-11,6144,539952,833.0,sid32MV,dv29mg,md98sD,47387.64,5206,da Paz de Fonseca,2025-11-15 17:37:04,rid00wN,bk50,6167,888321
m,pagamento,pix,desktop,corrente,bot,Ravi Carvalho,085.276.391-30,2006-07-14,19384159,+55 (051) 5040-1554,2022-05-22,7349,681412,814.0,sid60xq,dv20xL,md68gX,28221.61,5207,Cardoso da Prata,2022-09-24 13:06:25,rid66UW,bk82,9766,735203
m,corrente,pix,cellphone,salario,bot,Maria Julia Lima,290.658.473-83,2007-06-07,00125-506,+55 84 3331-4811,2021-01-30,8718,742315,651.0,sid46bc,dv55th,md81zg,16092.21,5208,Fonseca,2025-05-17 05:45:08,rid06GK,bk49,6610,372811
